,Year,Reciever,Grant size (DKK),Description,Receiver Name,Receiver Proffession,Project Category
1327,2016,Herlev & Gentofte Hospital,499.980 DKK,6 year Follow-up Clinical Visit of the COPSAC2010 Birth Cohort,Hans Bisgaard,PROFESSOR,
1328,2016,University of Southern Denmark,490.000 DKK,Intramyocellular lipid metabolism in health and type 2 diabetes,Niels Ørtenblad,PROFESSOR MSO,
1329,2016,University of Copenhagen,283.000 DKK,Functional dynamics of sodium coupled transporters and its application in developing antidepressants,Kaare Teilum,ASSOCIATE PROFESSOR,
1330,2016,University of Copenhagen,500.000 DKK,Novel regulatory principles in neurotransmitter and hormone release,Jakob Balslev Sørensen,PROFESSOR,
1331,2016,Rigshospitalet,497.875 DKK,Endothelin-1: Cerebrovascular effects and induction of migraine with aura,Anders Hougaard,POSTDOC,
1332,2016,Aarhus University,500.000 DKK,Pre-clinical validation of human embryonic stem cell derived dopamine neurons in Parkinson’s disease,Anne M. Landau,ASSOCIATE PROFESSOR,
1333,2016,University of Copenhagen,397.600 DKK,Functional characterization of a novel gene involved in microcephaly and brain development,Søren Tvorup Christensen,PROFESSOR,
1334,2016,University of Copenhagen,499.761 DKK,Regulatory role of the energy sensing AMP-activated protein kinase,Jørgen F.P. Wojtaszewski,PROFESSOR,
1335,2016,Bispebjerg & Frederiksberg Hospital,500.000 DKK,From brain to blood: New biomarkers for Multiple System Atrophy - An epigenomic approach,Bente Pakkenberg,HEAD OF DEPARTMENT,
1336,2016,University of Southern Denmark,500.000 DKK,Defining secreted factors regulating musculoskeletal stem cell biology,Blagoy Blagoev,PROFESSOR,
1337,2016,Mental Health services in the Capital Region of Denmark,462.340 DKK,Predicting effects and risk of relapse into depression - The Danish ECT/MRI project,Poul Videbech,PROFESSOR,
1338,2016,Rigshospitalet,397.194 DKK,MicroRNA in patients with subarachnoid haemorrhage,Kirsten Møller,CLINICAL PROFESSOR,
1339,2016,University of Copenhagen,375.000 DKK,Signaling-induced epigenetic reprogramming in oncogene induced senescence,Klaus Hansen,ASSOCIATE PROFESSOR,
1340,2016,Aarhus University Hospital,20.000 DKK,Cardiac fuel selection and function in nonalcoholic fatty liver disease and type 2 diabetes,Søren Nielsen,CLINICAL PROFESSOR,Stipends for Sabbatical Leave
1341,2016,Aalborg University,141.350 DKK,Nano-bio-film,Steffen Petersen,PROFESSOR,Stipends for Sabbatical Leave
1342,2016,Harvard University,215.600 DKK,Academic drug discovery,Kristian Strømgaard,PROFESSOR,Stipends for Sabbatical Leave
1343,2016,"Universitetshospitalernes Center for Sundhedsfaglig Forskning, UCSF",2.000.000 DKK,Pulje til sundhedsfaglig forskning,Helen Bernt Andersen,SENIOR ADVISOR,Other Grants
1344,2016,Information,3.500.000 DKK,Ph.d. Cup 2017,Maja Find,PROJECT DIRECTOR,SEC - Science Education & Communication
1345,2016,Dagbladet Information,1.500.000 DKK,Moderne ideer,Rasmus Øhlenschlæger Madsen,DIRECTOR,SEC - Science Education & Communication
1346,2016,Selskabet for Naturlærens Udbredelse,193.868 DKK,Meteoritfaldet i Ejby - og historien om hvordan verden blev til,Dorte Olesen,CHAIRMAN,SEC - Science Education & Communication
1347,2016,Aarhus University,500.000 DKK,FLLOEC 2017,Nils Ole Klejnstrup,CEO,SEC - Science Education & Communication
1348,2016,Foreningen af Danske Biologer,50.000 DKK,Biologiolympiade 2017,Kirsten Wøldike,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
1349,2016,NA,40.000 DKK,Udgivelse i USA/udland af bogen: ”Eske Willerslev – han gør det døde levende.”,Kristoffer Frøkjær,SCIENCE REPORTER,SEC - Science Education & Communication
1350,2016,Astma-Allergi Danmark,200.000 DKK,Tjek deklarationen,Rikke Bille,DIRECTOR OF CENTRE,SEC - Science Education & Communication
1351,2016,Danske Science Gymnasier (DASG),1.500.000 DKK,Skolebaseret Udviklingsprojekt i Naturfagene (SUN),Carl P. Knudsen,CHAIRMAN,SEC - Science Education & Communication
1352,2016,Akademiet for de Tekniske Videnskaber,1.488.000 DKK,ATV's Science & Engineering projekt,Lia Leffland,CEO,SEC - Science Education & Communication
1353,2016,NA,30.000 DKK,Forfatning og udgivelse af bog om professor Minik Rosing,Kristoffer Frøkjær,SCIENCE REPORTER,SEC - Science Education & Communication
1354,2016,University of Copenhagen,150.000 DKK,ARTiS – ART in Science,Karen Laurence Martinez,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
1355,2016,Aarhus University,150.000 DKK,WRO 2016,Birthe Ritter,PROJECT MANAGER,SEC - Science Education & Communication
1356,2016,Magnus Film ApS,2.900.000 DKK,DNA Detektiven - Sæson 2,Linus Dahomé Mørk,PRODUCER,SEC - Science Education & Communication
1357,2016,SPIRE17,2.000.000 DKK,SPIRE17 – talents transforming our world,Flemming Besenbacher,CHAIRMAN,SEC - Science Education & Communication
1358,2016,Kata Fonden,3.996.000 DKK,LEAPS,Peter Skat-Rørdam,CEO,SEC - Science Education & Communication
1359,2016,Engineer the future,5.000.000 DKK,Engineering i skolen,Ghita Wolf Andreasen,CEO,SEC - Science Education & Communication
1360,2016,NA,30.000 DKK,Forfatning og udgivelse af bog om professor Minik Rosing,Kristoffer Frøkjær,SCIENCE REPORTER,SEC - Science Education & Communication
1361,2016,Krøgholt & Ko.,312.500 DKK,Dr. Zukaroffs Testamente,Morten Krøgholt,PROGRAM DIRECTOR,SEC - Science Education & Communication
1362,2016,"Ungdommens Naturvidenskabelig Forening, UNF",200.000 DKK,UNF ScienceCamps 2017,Nikolaj Simling,CHAIRMAN,SEC - Science Education & Communication
1363,2016,Fonden De Københavnske Filmfestivaler,4.275.988 DKK,SCIENCE:CINEMA - NY FESTIVAL FOR FILM OG FORSKNING,Tine Fischer,CEO,SEC - Science Education & Communication
1364,2016,Made By Us,3.165.712 DKK,Se Mig!,Katrin Quist-Møller,CEO,SEC - Science Education & Communication
1365,2016,University of Copenhagen,3.000.000 DKK,REAL SCIENCE - gymnasieelever i frontforskning,Anders P. Tøttrup,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
1366,2016,Homerun Media aps,2.431.894 DKK,Biologic me,Jesper Eugen-Olsen,SENIOR RESEARCHER,SEC - Science Education & Communication
1367,2016,Information,3.500.000 DKK,Ph.d. Cup 2017,Maja Find,PROJECT DIRECTOR,SEC - Science Education & Communication
1368,2016,Dagbladet Information,1.500.000 DKK,Moderne ideer,Rasmus Øhlenschlæger Madsen,DIRECTOR,SEC - Science Education & Communication
1369,2016,Selskabet for Naturlærens Udbredelse,193.868 DKK,Meteoritfaldet i Ejby - og historien om hvordan verden blev til,Dorte Olesen,CHAIRMAN,SEC - Science Education & Communication
1370,2016,Aarhus University,500.000 DKK,FLLOEC 2017,Nils Ole Klejnstrup,CEO,SEC - Science Education & Communication
1371,2016,Foreningen af Danske Biologer,50.000 DKK,Biologiolympiade 2017,Kirsten Wøldike,ASSOCIATE PROFESSOR,SEC - Science Education & Communication
1372,2016,NA,40.000 DKK,Udgivelse i USA/udland af bogen: ”Eske Willerslev – han gør det døde levende.”,Kristoffer Frøkjær,SCIENCE REPORTER,SEC - Science Education & Communication
1373,2016,University of Copenhagen,385.316 DKK,Gamification of Turbulent Flow,Robert Feidenhans'l,PROFESSOR,SEC - Science Education & Communication
1374,2016,University of Copenhagen,5.000.000 DKK,The development of vaccines against Zika virus,Jan Pravsgaard Christensen,PROFESSOR,Strategic Project
1375,2016,University of Copenhagen,19.955.963 DKK,Drug delivery to the brain and blood-brain barrier transport mechanisms,Martin Lauritzen,PROFESSOR,Strategic Project
1376,2016,University of Copenhagen,5.000.000 DKK,The development of vaccines against Zika virus,Jan Pravsgaard Christensen,PROFESSOR,Strategic Project
1377,2016,University of Copenhagen,40.000.000 DKK,Astrocytic modulation of arousal and pain,Maiken Nedergaard,PROFESSOR,Strategic Project
1378,2016,University of Copenhagen,40.000.000 DKK,The Glial Contribution to Frontotemporal Dementia,Steven A. Goldman,PROFESSOR,Strategic Project
1379,2016,University of Copenhagen,40.000.000 DKK,Astrocytic modulation of arousal and pain,Maiken Nedergaard,PROFESSOR,Strategic Project
1380,2016,University of Copenhagen,18.600 DKK,Eva Maria Meier Carlsen,Eva Maria Meier Carlsen,POSTDOC,The Junior Brain Prize
1381,2016,Dansk Selskab for Neurovidenskab,100.000 DKK,FENS Young Investigator Programme,Nicolas Caesar Petersen,LEKTOR,Travel Stipends
1382,2016,NA,3.643.051 DKK,Total amount granted for 238 scientific travel grants for up to 50.000 DKK each,,,Travel Stipends
1383,2016,University of Copenhagen,150.000 DKK,Developing and optimizing co-cultures for space travel and colonization,Joseph Parker,STUDENT,Travel Stipends
1384,2016,University of Copenhagen,115.000 DKK,Novel nitroxide compounds as modulators and reporters of inflammatory damage,Michael Davies,PROFESSOR,Visiting Professorships
1385,2016,University of Copenhagen,701.761 DKK,GABA-A receptors containing the alpha4 subunit: a common relevant target for neurosteroids and GHB?,Petrine Wellendorph,ASSOCIATE PROFESSOR,Visiting Professorships
1386,2016,University of Copenhagen,390.000 DKK,Characterizing the glymphatic peri-vascular connectome and its disruption in AD,Maiken Nedergaard,PROFESSOR,Visiting Professorships
1387,2016,University of Copenhagen,453.615 DKK,Inhibition of DNA replication by high levels of DNA building blocks,Olaf Nielsen,PROFESSOR,Visiting Professorships
1388,2016,University of Copenhagen,400.000 DKK,How does nitric oxide cause the beneficial effects of exercise on insulin sensitivity in humans?,Erik A. Richter,PROFESSOR,Visiting Professorships
1389,2016,Mental Health services in the Capital Region of Denmark,700.000 DKK,"Integrative genomics, genes and phenotype networks in psychiatric disease",Thomas Werge,PROFESSOR,Visiting Professorships
1390,2016,University of Copenhagen,397.310 DKK,Coordinated in vivo brain rhythms under ionostatic control,Maiken Nedergaard,PROFESSOR,Visiting Professorships
1391,2016,University of Copenhagen,273.000 DKK,Identifying new therapeutic targets via metatranscriptomic analysis of human infections,Thomas Bjarnsholt,PROFESSOR MSO,Visiting Professorships
1392,2016,Amager & Hvidovre Hospital,398.000 DKK,Interventional approaches studies of life-long brain plasticity,Hartwig Siebner,DIRECTOR OF CENTRE,Visiting Professorships
1393,2016,University of Copenhagen,397.310 DKK,Coordinated in vivo brain rhythms under ionostatic control,Maiken Nedergaard,PROFESSOR,Visiting Professorships
1394,2016,University of Copenhagen,80.000 DKK,Conformational changes in potassium channels probed by synthetic fluorescent amino acids,Stephan Pless,PROFESSOR,Visiting Professorships
1395,2015,Danish Cancer Society,2.100.000 DKK,Molecular mechanisms of impaired ribosomal gene transcription in aging,Dorthe Helena Payne-Larsen,GROUP LEADER,Postdocs
1396,2015,Technical University of Denmark,1.400.000 DKK,Rational Design of Chimeric Antigen Receptors for Cancer Immunotherapy,Lars Rønn Olsen,ASSOCIATE PROFESSOR,Postdocs
1397,2015,Aarhus University,1.400.000 DKK,Development of Innate Immune Activators for Cancer Therapy,Nick Stub Laursen,ASSISTANT PROFESSOR,Postdocs
1398,2015,University of Copenhagen,700.000 DKK,Prying into GHB-binding Proteins by Proteomics,Ulrike Leurs,POSTDOC,Postdocs
1399,2015,University of Copenhagen,2.100.000 DKK,Epigenetic Interaction Dynamics,Micha Ben Achim Kunze,POSTDOC,Postdocs
1400,2015,University of Copenhagen,2.100.000 DKK,Cellular and Genetic Mechanisms of Dopamine Transporter-associated Parkinsonism,Freja Herborg,POSTDOC,Postdocs
1401,2015,Rigshospitalet,1.400.000 DKK,Effects of prefrontal dysfunction on neurochemical changes and schizophrenia-like behavior,Mikael Palner,GROUP LEADER,Postdocs
1402,2015,University of Copenhagen,1.227.000 DKK,Improving ancient DNA research through modern statistical analysis methods,Troels Petersen,ASSOCIATE PROFESSOR,Postdocs
1403,2015,Technical University of Denmark,2.100.000 DKK,MAPPING OF IMMUNE RECOGNITION IN LUNG CANCER THROUGH MULTIPLEX T CELL ANALYSIS,Sunil Kumar Saini,ASSISTANT PROFESSOR,Postdocs
1404,2015,University of Copenhagen,2.100.000 DKK,snoRNA-guided RNA modifications and their roles in human cancer,Disa Tehler,ASSISTANT PROFESSOR,Postdocs
1405,2015,University of Copenhagen,2.100.000 DKK,Novel strategies to elucidate orphan GPCR biology,Simon Foster,POSTDOC,Postdocs
1406,2015,University of Copenhagen,1.400.000 DKK,Development of small molecule photo-ligands for tracking GABA-A receptor trafficking,Jacob Krall,POSTDOC,Postdocs
1407,2015,University of Copenhagen,2.100.000 DKK,Nanomedicine-based solid dosage forms for oral administration of anticancer drugs,Adam Bohr,POSTDOC,Postdocs
1408,2015,Aalborg University,700.000 DKK,Protein Citrullination – Improved Insight into Triggers of Autoimmune Diseases,Tue Bjerg Bennike,ASSOCIATE PROFESSOR,Postdocs
1409,2015,Rigshospitalet,1.400.000 DKK,Effects of prefrontal dysfunction on neurochemical changes and schizophrenia-like behavior,Mikael Palner,GROUP LEADER,Postdocs
1410,2015,University of Southern Denmark,2.100.000 DKK,Development of tool compounds for evaluation of the fatty acid receptor FFA3 as drug target,Elisabeth Rexen Ulven,ASSOCIATE PROFESSOR,Postdocs
1411,2015,Rigshospitalet,700.000 DKK,Exploring a multimodal serotonin atlas with the help of machine learning methods,Melanie Ganz-Benjaminsen,ASSISTANT PROFESSOR,Postdocs
1412,2015,Odense University Hospital,2.100.000 DKK,DLK1 cell lines to interrogate the role of DLK1 in vascular development,Tilde Eskildsen,POSTDOC,Postdocs
1413,2015,Aarhus University,1.400.000 DKK,Purinergic signalling and Sepsis,Marianne Skals,POSTDOC,Postdocs
1414,2015,Aarhus University,1.400.000 DKK,Huntington’s disease: deciphering the key molecular level processes of toxic amyloid aggregates,Christian Bortolini,POSTDOC,Postdocs
1415,2015,Technical University of Denmark,2.100.000 DKK,Food allergy skin sensitisation,Katrine Bøgh,GROUP LEADER,Postdocs
1416,2015,University of Copenhagen,700.000 DKK,Do KCNE subunits orchestrate ion channel expression and function in vascular smooth muscle?,Thomas Jepps,ASSOCIATE PROFESSOR,Postdocs
1417,2015,Aarhus University,700.000 DKK,Regulatory mechanisms of urinary nanovesicle secretion,Qi Wu,ASSISTANT PROFESSOR,Postdocs
1418,2015,Aarhus University,1.400.000 DKK,Development of a Novel Bioreactor System for Tissue Regeneration,Chuanxu Yang,ASSISTANT PROFESSOR,Postdocs
1419,2015,University of Southern Denmark,700.000 DKK,Development of intact protein analysis platform and its application in stem cell and cancer biology.,Pavel Shliaha,POSTDOC,Postdocs
1420,2015,Aarhus University Hospital,1.400.000 DKK,Assessment of cardiopulmonary function in heart failure using clinical positron emission tomography,Hendrik Harms,POSTDOC,Postdocs
1421,2015,Aarhus University,2.100.000 DKK,Modeling a-synuclein aggregation and age-dependent dysfunction in neurodegenerative transgenic mice,Louise Berkhoudt Lassen,PHD STUDENT,Postdocs
1422,2015,University of Copenhagen,2.100.000 DKK,A systematic analysis of small RNA interactions during RNA virus infection,Troels Scheel,ASSOCIATE PROFESSOR,Postdocs
1423,2015,University of Copenhagen,1.400.000 DKK,Design of targeted nanomedicines for the treatment of rheumatic arthritis,Xianghui Zeng,ASSISTANT PROFESSOR,Postdocs
1424,2015,Aarhus University,1.400.000 DKK,Development of a novel in vitro model to investigate food-drug interactions in humans,Martin Krøyer Rasmussen,ASSISTANT PROFESSOR,Postdocs
1425,2015,Danish Cancer Society,1.400.000 DKK,Analysis of the minimal requirements to induce selective autophagy of cellular components,Thorsten Brach,POSTDOC,Postdocs
1426,2015,Aarhus University Hospital,2.100.000 DKK,Epileptic seizure alarm with portable electrocardiogram device,Jesper Jeppesen,POSTDOC,Postdocs
1427,2015,Aarhus University,2.100.000 DKK,Delivery of immunomodulatory microRNA therapeutics against pathologic inflammation in the eye,Astrid Subrizi,POSTDOC,Postdocs
1428,2015,Aarhus University Hospital,10.000.000 DKK,NOVEL PET IMAGING MARKERS FOR THE EARLY AND PRO-DROMAL PHASE OF PARKINSON’S DISEASE.,Per Borghammer,CLINICAL PROFESSOR,Fellowship
1429,2015,University of Copenhagen,10.000.000 DKK,P38-DEPENDENT STRESS RESPONSES IN HUMAN AGEING,Simon Bekker-Jensen,PROFESSOR MSO,Fellowship
1430,2015,University of Copenhagen,10.000.000 DKK,Understanding weight gain by uncovering shared biology between schizophrenia and obesity,Tune Pers,ASSOCIATE PROFESSOR,Fellowship
1431,2015,University of Copenhagen,10.000.000 DKK,Developmental and brain genomics of superorganisms,Guojie Zhang,PROFESSOR,Fellowship
1432,2015,Technical University of Denmark,10.000.000 DKK,Decoding T-cell reactivity in autoimmune diseases,Sine Reker Hadrup,PROFESSOR,Fellowship
1433,2015,University of Copenhagen,10.000.000 DKK,Fragment-based drug discovery against difficult CNS protein targets,Anders Bach,ASSOCIATE PROFESSOR,Fellowship
1434,2015,University of Southern Denmark,100.000 DKK,Anton Pottegård,Anton Pottegård,POSTDOC,Talent Prize
1435,2015,Aarhus University,100.000 DKK,Sigrún Alba Johánnesdóttir,Sigrún Alba Johánnesdóttir,PHD STUDENT,Talent Prize
1436,2015,University of Copenhagen,100.000 DKK,Christian Ovesen,Christian Ovesen,STUDENT,Talent Prize
1437,2015,University of Copenhagen,100.000 DKK,Kristoffer Andresen,Kristoffer Andresen,PHD STUDENT,Talent Prize
1438,2015,University of Copenhagen,700.000 DKK,Lundbeckfondens scholarstipendier indenfor allergologi,Lars Kærgaard Poulsen,CLINICAL PROFESSOR,Pre-Graduate Scholarships
1439,2015,Odense University Hospital,1.400.000 DKK,Lunbeckfondens scholarstipendier i neurologi,Mads Ravnborg,HEAD OF DEPARTMENT,Pre-Graduate Scholarships
1440,2015,Mental Health services in the Capital Region of Denmark,2.100.000 DKK,Scholarstipendier til psykiatrisk forskning,Merete Nordentoft,PROFESSOR,Pre-Graduate Scholarships
1441,2015,Dansk Neurokirurgisk Selskab,420.000 DKK,LUNDBECKFONDENS NEUROKIRURGISKE SCHOLARSTIPENDIER,Jens Christian Hedemann Sørensen,CLINICAL PROFESSOR,Pre-Graduate Scholarships
1442,2015,Dansk Selskab for Klinisk Neurofysiologi,420.000 DKK,Scholarstipendier til klinisk neurofysiologi,Benedikte Wanscher,HEAD OF DEPARTMENT,Pre-Graduate Scholarships
1443,2015,University of Copenhagen,210.000 DKK,Lundbeck Foundation Scholar Stipends in Pharmaceutical Neuroscience,Hans Bräuner-Osborne,PROFESSOR,Pre-Graduate Scholarships
1444,2015,NA,,Arthur Konnerth,Arthur Konnerth,HERTIE-SENIOR-PROFESSOR,The Brain Prize
1445,2015,Princeton University and Princeton Neuroscience Institute,,David W. Tank,David W. Tank,PROFESSOR AND CO-DIRECTOR,The Brain Prize
1446,2015,Allen Institute for Neural Dynamics,,Karel Svoboda,Karel Svoboda,VICE PRESIDENT AND EXECUTIVE DIRECTO,The Brain Prize
1447,2015,Max Planck Institute of Neurobiology,,Winfried Denk,Winfried Denk,DIRECTOR,The Brain Prize
1448,2015,Aarhus University,300.000 DKK,Robert A. Fenton,Robert A. Fenton,PROFESSOR,Young Investigator Prize
1449,2015,University of Copenhagen,6.250.000 DKK,Clinical professor of critical care medicine,Christian Hassager,PROFESSOR MSO,Clinical Professorships
1450,2015,University of Copenhagen,6.250.000 DKK,Clinical professor of critical care medicine,Christian Hassager,PROFESSOR MSO,Clinical Professorships
1451,2015,Rigshospitalet,9.985.000 DKK,HyperPET/MR: a new concept of combining molecular imaging modalities for better cancer imaging,Andreas Kjær,PROFESSOR,Larger Biomedical Projects
1452,2015,University of Southern Denmark,4.310.500 DKK,Web-based health care innovation in patients with heart failure (ACQUIRE-HF),Susanne Pedersen,PROFESSOR,Larger Biomedical Projects
1453,2015,Aarhus University Hospital,452.444 DKK,Improving prehospital stroke management in Denmark.,Grethe Andersen,PROFESSOR,Larger Biomedical Projects
1454,2015,Aarhus University,9.095.384 DKK,Vps10p domain receptors in neuronal circuits,Simon Glerup,ASSOCIATE PROFESSOR,Larger Biomedical Projects
1455,2015,Aarhus University,10.000.000 DKK,Discovery of new genes and regulatory paradigms,Torben Heick Jensen,PROFESSOR,Larger Biomedical Projects
1456,2015,University of Copenhagen,9.996.000 DKK,Novel principles for targeting intracellular receptor signaling pathways in the brain,Kristian Strømgaard,PROFESSOR,Larger Biomedical Projects
1457,2015,University of Copenhagen,9.998.000 DKK,Caught in translation - targeting disease ribosomes,Anders Henrik Lund,PROFESSOR,Larger Biomedical Projects
1458,2015,Bispebjerg & Frederiksberg Hospital,9.600.000 DKK,Mechanical signaling between cells and matrix: The key to understanding tissue function,Michael Kjær,PROFESSOR,Larger Biomedical Projects
1459,2015,University of Copenhagen,9.998.500 DKK,How to Copy Cell Identity - Defining Mechanisms of Cellular Memory,Anja Groth,PROFESSOR,Larger Biomedical Projects
1460,2015,Aarhus University,9.977.827 DKK,Innate Immunology in Neuro Infection and Inflammmation (NEON),Søren Riis Paludan,PROFESSOR,Larger Biomedical Projects
1461,2015,University of Copenhagen,7.988.345 DKK,The Regulation of Pluripotent Stem Cell States by Cellular Adhesion,Joshua Brickman,PROFESSOR,Larger Biomedical Projects
1462,2015,Aarhus University,9.999.269 DKK,Kidney transplant regeneration with MEsenchymal stem cells in normothermic ex-situ PErfusion in Pigs,Bente Jespersen,CLINICAL PROFESSOR,Larger Biomedical Projects
1463,2015,University of Copenhagen,10.000.000 DKK,Identification of antimicrobials that can eliminate biofilm infections,Michael Givskov,PROFESSOR,Larger Biomedical Projects
1464,2015,University of Copenhagen,1.722.000 DKK,International Masters,Hans Henrik Saxild,VICE DEAN,Internationalisation Programmes
1465,2015,Global Medical Aid,150.000 DKK,Global Medical Aid - indsamling af medicin og hospitalsudstyr til lande i den tredje verden,Hans Frederik Dydensborg,LAWYER,Internationalisation Programmes
1466,2015,National Institutes of Health (NIH),400.000 DKK,Studies of the molecules and circuits of itch sensation,Mette Kriegbaum,POSTDOC,International Postdocs
1467,2015,Imperial College London,400.000 DKK,Dissecting the Kallikrein-Related Peptidase Activome in Prostate Cancer,Henrik Johansson,POSTDOC,International Postdocs
1468,2015,University of Oxford,400.000 DKK,Dynamic selectivity in ion channels – a new paradigm in the control of excitable cells,Michael Voldsgaard Clausen,ASSISTANT PROFESSOR,International Postdocs
1469,2015,Harvard University,400.000 DKK,Immune Cell Regulation of Brain Wiring,Lasse Dissing-Olesen,POSTDOC,International Postdocs
1470,2015,The Scripps Research Institute,400.000 DKK,Contributions of Skin-resident gd T Cells to Psoriasis Formation and Accelerated Wound Healing,Morten Milek Nielsen,POSTDOC,International Postdocs
1471,2015,Harvard University,400.000 DKK,Immune cell regulation of brain wiring,Lasse Dissing-Olesen,POSTDOC,International Postdocs
1472,2015,Harvard University,400.000 DKK,The role of IL-9 in antitumor protection in human skin cancer,Beatrice Dyring-Andersen,PHYSICIAN,International Postdocs
1473,2015,University of Cambridge,400.000 DKK,Single-cell transcriptome analysis of bone-marrow residing human megakaryocytes,Frederik Otzen Bagger,SENIOR RESEARCHER,International Postdocs
1474,2015,Harvard University,400.000 DKK,Preventing resistance to targeted cancer therapies through inhibition of transcriptional regulators,Maria Rusan,POSTDOC,International Postdocs
1475,2015,Harvard University,400.000 DKK,The role of IL-9 in antitumor protection in human skin cancer,Beatrice Dyring-Andersen,PHYSICIAN,International Postdocs
1476,2015,University of Cambridge,400.000 DKK,Single-cell transcriptome analysis of bone-marrow residing human megakaryocytes,Frederik Otzen Bagger,SENIOR RESEARCHER,International Postdocs
1477,2015,Harvard University,400.000 DKK,Preventing resistance to targeted cancer therapies through inhibition of transcriptional regulators,Maria Rusan,POSTDOC,International Postdocs
1478,2015,"University of California, San Francisco",400.000 DKK,Delineating the link between NKG2D responsiveness and cellular metabolism in immune effector cells,Helle Jensen,POSTDOC,International Postdocs
1479,2015,Aarhus University,400.000 DKK,3D bioprinting functional cardiac tissue,Henrik Lauridsen,ASSISTANT PROFESSOR,International Postdocs
1480,2015,University of Cambridge,400.000 DKK,Serotoninergic modulation of the neural circuitry controlling compulsive behaviour in the rat,Mona El-Sayed Hervig,POSTDOC,International Postdocs
1481,2015,MIT McGovern Institute For Brain Research,400.000 DKK,Deciphering early insulin receptor signaling dynamics by quantitative mass spectrometry,Kristina Bennet Emdal,POSTDOC,International Postdocs
1482,2015,Paris-Seclay University,400.000 DKK,Neuroenergetic and informational signatures of consciousness after brain injury,Johan Stender,PHD STUDENT,International Postdocs
1483,2015,Harvard University,400.000 DKK,Immune Cell Regulation of Brain Wiring,Lasse Dissing-Olesen,POSTDOC,International Postdocs
1484,2015,Falck Danmark A/S,90.000 DKK,“How to Take Care of people Helping People”,Mia Kirstine Andersen,LEKTOR,Larger International Meetings and Conferences
1485,2015,Odense University Hospital,625.000 DKK,Biomarkers for small airway in COPD,Jørgen Vestbo,PROFESSOR,PhD Scholarships
1486,2015,University of Copenhagen,1.575.000 DKK,Nidogen regulation of cell migration and invasion,Janine Erler,PROFESSOR,PhD Scholarships
1487,2015,Aarhus University,1.575.000 DKK,Molecular basis of Parkinson’s Disease: the fate of cytotoxic oligomers under cell-like conditions,Daniel Otzen,PROFESSOR,PhD Scholarships
1488,2015,Aarhus University Hospital,1.875.000 DKK,Understanding pain mechanisms in spinal cord injury using a novel threshold tracking technique,Hatice Tankisi,PHYSICIAN,PhD Scholarships
1489,2015,Rigshospitalet,525.000 DKK,Hormonal contraception and depression,Øjvind Lidegaard,PROFESSOR,PhD Scholarships
1490,2015,University of Copenhagen,1.575.000 DKK,Modeling microbial co-occurrence networks to understand the role of human microbiome in health,Manimozhiyan Arumugam,ASSOCIATE PROFESSOR,PhD Scholarships
1491,2015,University of Southern Denmark,1.050.000 DKK,CD163 in inflammation,Søren Moestrup,PROFESSOR,PhD Scholarships
1492,2015,Aarhus University,1.575.000 DKK,Structural studies of resistance mechanisms in pathogenic trypanosome parasites,Christian Brix Folsted Andersen,ASSOCIATE PROFESSOR,PhD Scholarships
1493,2015,University of Copenhagen,1.346.200 DKK,Dissecting the Role of a Newly Discovered Binding Epitope Associated with Cerebral Malaria,Anja Tatiana Ramstedt Jensen,PROFESSOR MSO,PhD Scholarships
1494,2015,Herlev & Gentofte Hospital,625.000 DKK,The effect of vitamin D supplementation on asthma and allergy in childhood,Hans Bisgaard,PROFESSOR,PhD Scholarships
1495,2015,Aarhus University,1.575.000 DKK,Site-selective conjugation of small molecule drugs to antibodies,Kurt Gothelf,PROFESSOR,PhD Scholarships
1496,2015,University of Copenhagen,1.350.000 DKK,A MicroRNA-based prognostic study in Cholangiocarcinoma,Julia Sidenius Johansen,PROFESSOR,PhD Scholarships
1497,2015,Herlev & Gentofte Hospital,1.875.000 DKK,The airway microbiome in childhood asthma – a prospective clinical birth cohort study,Hans Bisgaard,PROFESSOR,PhD Scholarships
1498,2015,Herlev & Gentofte Hospital,1.875.000 DKK,"Vitamin D, osteoporotic fractures, and chronic obstructive pulmonary disease",Børge Grønne Nordestgaard,PROFESSOR,PhD Scholarships
1499,2015,University of Copenhagen,1.050.000 DKK,The colon as an endocrine organ,Jens Juul Holst,VICE HEAD OF DEPARTMENT,PhD Scholarships
1500,2015,University of Copenhagen,1.575.000 DKK,Pbx pioneer factors specify mesodermal cell fate,Elisabetta Ferretti,ASSOCIATE PROFESSOR,PhD Scholarships
1501,2015,Aarhus University,1.575.000 DKK,The role of the SERCA Pump in Cell Death and Autophagy,Poul Nissen,PROFESSOR,PhD Scholarships
1502,2015,University of Copenhagen,1.575.000 DKK,Adrenergic signaling as a master regulator of glymphatic pathway activity,Maiken Nedergaard,PROFESSOR,PhD Scholarships
1503,2015,University of Copenhagen,525.000 DKK,Methodological developments in characterizing the role of hexokinase in glucose metabolism,Jørgen F.P. Wojtaszewski,PROFESSOR,PhD Scholarships
1504,2015,Herlev & Gentofte Hospital,625.000 DKK,The effect of vitamin D supplementation on asthma and allergy in childhood,Hans Bisgaard,PROFESSOR,PhD Scholarships
